Exp_Mass,Exp_Intensity
7020.63237,27896
7032.640601,20992
7069.679205,3141
7076.719809,7336
7077.730441,9687
7090.68144,7506
7132.766151,22102
7184.762922,3910
7245.82869,34335
7277.770748,4356
7304.844678,17783
7344.833285,5877
7357.919543,12973
7359.859691,84691
7360.863877,77480
7360.899173,7988
7363.897487,9661
7373.867763,3495
7405.923261,2426
7417.970381,40100
7473.954747,9204
7474.894608,64434
7474.971569,9652
7475.912114,22010
7517.994114,3070
7546.059726,6445
7547.937312,4492
7587.965888,29037
7588.988619,25376
7599.140496,1463
7602.980409,5990
7603.945505,4799
7715.839945,2628
7726.045686,6940
7728.031819,3326
7728.051031,6910
7731.881285,16986
7741.031878,18826
7742.064945,3710
7779.119136,4950
7794.061386,6650
7796.069077,6103
7811.076194,5614
7812.089044,5257
7862.900153,13800
7875.551992,3618
7879.103016,7950
7880.063018,3155
7882.156649,4909
7892.658484,10030
7894.162302,43715
7894.696922,5201
7895.146514,14277
7898.139311,8546
7908.169419,12629
7923.158938,6061
7944.0284,16414
7966.16704,34071
7981.184738,30368
8010.265881,11462
8010.726709,9212
8026.206116,4125
8075.03748,6740
8075.102699,4215
8082.212895,17163
8094.198536,2706
8145.049662,4872
8168.237423,4240
8182.235777,2279
8273.355606,17098
8287.127794,2526
8315.271885,35854
8357.246639,18271
8385.432479,43083
8386.318905,24384
8401.339374,7111
8401.398991,7666
8444.373397,63472
8455.449604,2583
8458.365458,10559
8500.573219,4240
8501.45055,97142
8538.433692,3044
8556.468335,37052
8654.519808,12330
8657.533059,4809
8670.522658,6722
8727.564151,6439
8783.645423,31680
8792.844354,1264
8798.615219,4365
8800.644198,32895
8855.702577,1845
8861.70798,3156
8867.708084,2645
8893.698031,3565
8894.684238,2903
8911.70683,67684
8926.748655,27329
8949.679946,1914
8952.728966,6719
8953.741833,4700
8969.746806,144649
8982.75136,4780
8985.729286,11824
9014.706452,5440
9014.727268,5461
9021.596565,2401
9062.852674,5625
9105.782838,4589
9106.796076,85369
9120.821849,7724
9132.833077,10634
9154.911433,2305
9160.75405,24897
9176.80675,94552
9179.860008,4366
9188.857819,3051
9289.923999,2461
9305.926947,66509
9319.938277,2661
9332.920207,2288
9403.986869,27571
9444.989854,1711
9480.173596,1316
9534.112482,8229
9644.759126,2680
9705.297737,2626
9744.232576,59425
9801.249199,2136
9879.180698,995
9931.237007,2275
9932.209593,5904
9947.25478,9856
10015.21347,9624
10017.10759,2663
10045.30897,5777
10102.27924,3320
10105.30759,4120
10117.27774,7941
10174.38248,3324
10192.37382,4361
10231.37061,11414
10328.42354,10308
10328.84531,6305
10329.42648,274931
10412.44961,5805
10412.46902,2785
10430.48295,79158
10445.47714,3215
10446.38679,1877
10461.63668,1219
10464.51559,103669
10480.50081,36163
10499.49455,6661
10508.50793,3467
10511.50191,8006
10516.88419,3983
10517.06092,2679
10517.08484,3923
10517.15761,3370
10517.50546,192312
10517.527,1929
10517.93577,2202
10517.99815,3888
10539.48707,1419
10591.55875,2444
10630.69088,18819
10700.56632,2782
10708.5897,5347
10733.61971,1952
10745.62251,29999
10766.67874,30876
10783.56996,3399
10785.63037,4466
10787.55092,3587
10802.62411,83542
10913.76254,2103
10933.70863,6824
10933.7407,1746
10935.85514,1298
10949.6549,3110
10949.77479,23306
11000.72733,1360
11019.70962,1820
11019.7779,4612
11021.75838,34941
11035.75232,5713
11036.7852,5603
11037.78904,5680
11209.8415,5158
11363.78724,2125
11367.8823,1647
11441.95524,2188
11445.8894,17779
11556.04758,4383
11599.02647,2625
11601.04758,33823
11649.12584,2741
11728.13191,6911
11846.13511,5622
11855.12834,2095
11871.13787,7665
11891.2329,1929
11992.16893,1932
12031.23172,6555
12058.25262,1542
12074.20777,8767
12084.27658,29718
12085.35328,3436
12092.23587,57733
12110.25412,39433
12118.69736,2081
12121.23073,3416
12125.6584,2915
12128.24185,275248
12131.23185,3332
12150.24542,5032
12255.3091,8016
12259.37703,1015
12274.29103,3742
12289.31856,3064
12291.33205,42635
12311.19945,2197
12354.34006,1706
12372.37269,1826
12393.40054,5074
12689.62247,3316
12692.69291,2572
12701.69707,2309
12736.67282,2561
12928.74708,3605
12939.75587,3787
13041.84898,4493
13067.88418,5617
13080.50412,1648
13095.86789,3335
13097.95571,5056
13299.00284,10767
13319.88129,4531
13325.95301,2431
13336.95419,6846
13341.94346,13408
13341.95264,3179
13356.00427,25151
13377.99763,3356
13753.24487,2790
13806.24526,2360
13807.27119,5420
13848.18234,1533
13850.29788,9828
13864.21458,1487
13866.33253,42367
13872.29399,2376
13875.04944,2074
13877.29149,2554
13888.24473,2333
13891.38586,2455
13895.30541,3332
13898.27453,2999
13916.22323,2393
13921.25967,3061
13922.3142,1964
13937.47483,26079
14143.57122,2577
14176.59809,1897
14196.35522,2120
14297.45469,1848
14381.54417,4231
14552.63837,2553
14632.62734,2625
14652.69256,2970
14751.80389,1694
14820.7621,2419
14848.76545,1858
14858.69844,2023
14862.78664,4260
14865.80547,5995
14867.72359,2926
14891.83508,15059
14891.84741,2886
14892.81336,6740
14906.77894,3958
14908.87006,71333
15034.97621,1722
15038.99753,6150
15051.30174,935
15111.93423,4136
15117.90917,17773
15158.86801,3832
15295.97046,25951
15297.04476,2365
15430.13094,1614
15493.12887,3478
15496.11075,8073
15557.2532,2016
15586.15529,1443
15608.30808,3153
15721.3517,2452
15723.35251,2120
15741.2136,3595
15743.32665,5695
15755.2946,4274
15756.44615,3905
15766.32296,3144
15769.33344,1951
15772.38671,12940
15773.32287,5717
15773.52866,1146
15781.3826,3910
15782.38049,2615
15783.24558,1545
15784.31642,8047
15787.35401,2258
15797.31478,24780
15800.38598,72236
15803.26098,11398
15805.35561,6138
15812.23694,2424
15815.28547,2645
15815.35136,179228
15821.26992,2360
15821.3555,33536
15824.31964,9813
15827.28679,2797
15829.40832,16921
15830.34635,15045
15831.29099,2442
15832.29479,6096
15836.33776,18059
15841.27054,3595
15843.35921,201537
15843.79898,1411
15848.34916,10342
15849.37345,6914
15851.34228,4754
15857.3359,9374
15858.02291,4277
15858.28558,6426
15859.37202,486650
15859.84783,8847
15862.41402,3392
15864.36054,95448
15874.28569,2596
15874.32147,4444
15881.35473,91184
15884.35377,3049
15886.329,5072
15886.33572,6241
15886.3699,3287
15892.28473,3058
15897.31992,12212
15898.24998,1713
15898.35346,45101
15900.35887,1660
15903.38999,2041
15908.31402,1118
15985.46875,1795
15989.52659,1796
16003.41923,13681
16004.39845,2287
16018.41797,6740
16018.45629,19972
16020.45599,2304
16029.43701,5324
16031.44733,3362
16037.45478,6034
16040.46754,5200
16044.39008,7108
16045.41067,6117
16047.47896,33194
16057.41301,3358
16060.57455,1540
16062.54728,15102
16063.46257,62272
16064.43696,11128
16078.50094,1965
16081.41137,2473
16082.41889,2048
16085.4507,6301
16087.46147,11670
16101.48855,5390
16738.45173,2404
17005.38866,1479
17187.90732,994
17198.98796,1830
17227.01394,1746
18081.75588,996
18493.31614,1398
